31658,115898
31659,64154
31660,71898
31661,121781
31662,123635
31663,142037
31664,67753
31665,94170
31666,102960
31667,102936
31668,62130
31669,149043
31670,409931
31671,84321
31672,92015
31673,111175
31674,113054
31675,151218
31676,92460
31677,283988
31678,98683
31679,98988
31680,182126
31681,639369
31682,82248
31683,94723
31684,266404
31685,84122
31686,110950
31687,120133
31688,83065
31689,75953
31690,66165
31691,147711
31692,64745
31693,62400
31694,165539
31695,111115
31696,52444
31697,138018
31698,171487
31699,91800
31700,99281
31701,145396
31702,83747
31703,56848
31704,219384
31705,312274
31706,53508
31707,104650
31708,60072
31709,70279
31710,118361
31711,96643
31712,90799
31713,97509
31714,62581
31715,88558
31716,70366
31717,59141
31718,84987
31719,83682
31720,134865
31721,91457
31722,61241
31723,146299
31724,160899
31725,257343
31726,129182
31727,120767
31728,171524
31729,84893
31730,146021
31731,112272
31732,119340
31733,158423
31734,153893
31735,93958
31736,182955
31737,97629
31738,71362
31739,165045
31740,66783
31741,72404
31742,103694
31743,118288
31744,80404
31745,147118
31746,141072
31747,241682
31748,124265
31749,90533
31750,133660
31751,121205
31752,251423
31753,102462
31754,249258
31755,185541
31756,59652
31757,96822
31758,99395
31759,86574
31760,147578
31761,110906
31762,91067
31763,95964
31764,167031
31765,93118
31766,77879
31767,122375
31768,149951
31769,104679
31770,126217
31771,152542
31772,116109
31773,209660
31774,270602
31775,161762
31776,196758
31777,130076
31778,107730
31779,98696
31780,45530
31781,72237
31782,106553
31783,45365
31784,88731
31785,151459
31786,200850
31787,46844
31788,157936
31789,139067
31790,197758
31791,133183
31792,62681
31793,96146
31794,96491
31795,99182
31796,88178
31797,52032
31798,132769
31799,92169
31800,54339
31801,104623
31802,58944
31803,136850
31804,156255
31805,61529
31806,128486
31807,99928
31808,80415
31809,148211
31810,105401
31811,147216
31812,113633
31813,53152
31814,58294
31815,51587
31816,100530
31817,74860
31818,102650
31819,64792
31820,132756
31821,167894
31822,104449
31823,60538
31824,100797
31825,59149
31826,111041
31827,77027
31828,187137
31829,139046
31830,62640
31831,94453
31832,99718
31833,94077
31834,119990
31835,129151
31836,85554
31837,108999
31838,122105
31839,481569
31840,143227
31841,86794
31842,106422
31843,110904
31844,61119
31845,137242
31846,107859
31847,106827
31848,103357
31849,98937
31850,154814
31851,99923
31852,133917
31853,114505
31854,69888
31855,201280
31856,78643
31857,63327
31858,144720
31859,103541
31860,194185
31861,83192
31862,59244
31863,67779
31864,81908
31865,107957
31866,74603
31867,77001
31868,82122
31869,222175
31870,131213
31871,50342
31872,85726
31873,85271
31874,114589
31875,59613
31876,95699
31877,99462
31878,110466
31879,97668
31880,125177
31881,84725
31882,167817
31883,123427
31884,63614
31885,67530
31886,93270
31887,505176
31888,97414
31889,59061
31890,283227
31891,75998
31892,123376
31893,107285
31894,70568
31895,68175
31896,118843
31897,77755
31898,124559
31899,192832
31900,70101
31901,118015
31902,99665
31903,83157
31904,145568
31905,112916
31906,85016
31907,60160
31908,123293
31909,348773
31910,62285
31911,109917
31912,55476
31913,76318
31914,59230
31915,222699
31916,68838
31917,440393
31918,58687
31919,137877
31920,227337
31921,94645
31922,224451
31923,78474
31924,204677
31925,105219
31926,118766
31927,162017
31928,250281
31929,100507
31930,49143
31931,67844
31932,102227
31933,155814
31934,118111
31935,201337
31936,75199
31937,146254
31938,102509
31939,97758
31940,59213
31941,97455
31942,88462
31943,137318
31944,118847
31945,74138
31946,102244
31947,96101
31948,160510
31949,104210
31950,85473
31951,119656
31952,97747
31953,74647
31954,131293
31955,102961
31956,146001
31957,134310
31958,128308
31959,105000
31960,120693
31961,382044
31962,89756
31963,111789
31964,94664
31965,107531
31966,123252
31967,369175
31968,164720
31969,155996
31970,72919
31971,96713
31972,84247
31973,99145
31974,59712
31975,135584
31976,134865
31977,85598
31978,72775
31979,105760
31980,106313
31981,133644
31982,51009
31983,74699
31984,110283
31985,113251
31986,128819
31987,113422
31988,74782
31989,81520
31990,105928
31991,68410
31992,61882
31993,114969
31994,71173
31995,53193
31996,55441
31997,104607
31998,156118
31999,145755
32000,205933
32001,92564
32002,60710
32003,90975
32004,70108
32005,91854
32006,70161
32007,62275
32008,98859
32009,135531
32010,100204
32011,171049
32012,127732
32013,164744
32014,71661
32015,79009
32016,81667
32017,69226
32018,61152
32019,43380
32020,428248
32021,146268
32022,165120
32023,102757
32024,531506
32025,129843
32026,88731
32027,259371
32028,59893
32029,150672
32030,1018072
32031,88192
32032,92537
32033,116978
32034,71705
32035,100987
32036,204967
32037,85309
32038,124905
32039,53949
32040,74819
32041,127692
32042,115378
32043,58513
32044,62237
32045,132939
32046,101348
32047,57615
32048,67701
32049,86648
32050,93632
32051,108490
32052,63185
32053,636690
32054,92311
32055,92896
32056,171586
32057,96266
32058,60887
32059,77524
32060,124380
32061,66217
32062,98545
32063,74519
32064,87290
32065,187512
32066,278673
32067,159963
32068,191293
32069,69724
32070,91830
32071,92533
32072,151375
32073,51828
32074,117391
32075,96389
32076,85388
32077,55456
32078,63799
32079,54497
32080,83449
32081,75941
32082,64156
32083,98379
32084,68837
32085,107201
32086,102860
32087,98695
32088,411131
32089,99388
32090,102650
32091,201589
32092,110237
32093,101114
32094,98978
32095,222992
32096,82220
32097,111816
32098,146061
32099,162618
32100,80955
32101,54111
32102,75257
32103,244511
32104,82158
32105,97336
32106,99804
32107,141057
32108,106289
32109,92304
32110,68826
32111,133481
32112,58141
32113,109594
32114,188145
32115,99570
32116,110374
32117,108905
32118,87044
32119,61020
32120,72398
32121,85523
32122,54112
32123,86653
32124,48165
32125,80607
32126,335209
32127,129254
32128,138033
32129,80130
32130,67548
32131,92115
32132,81737
32133,116225
32134,172430
32135,108498
32136,234751
32137,56151
32138,188718
32139,124049
32140,93391
32141,279202
32142,133190
32143,60195
32144,88620
32145,141455
32146,108256
32147,82682
32148,135795
32149,161028
32150,90198
32151,59402
32152,117218
32153,128980
32154,139784
32155,92654
32156,115301
32157,119698
32158,80547
32159,57021
32160,147672
32161,188009
32162,154647
32163,116926
32164,51418
32165,146056
32166,87895
32167,110227
32168,61295
32169,203025
32170,119541
32171,107957
32172,51825
32173,59053
32174,115810
32175,167690
32176,51481
32177,114965
32178,79610
32179,200788
32180,90057
32181,118629
32182,393987
32183,161647
32184,145780
32185,108601
32186,66456
32187,150684
32188,74068
32189,131834
32190,112373
32191,57889
32192,532922
32193,138936
32194,82992
32195,133521
32196,178094
32197,77587
32198,65666
32199,102606
32200,180731
32201,223390
32202,110213
32203,148229
32204,107480
32205,89812
32206,60432
32207,93045
32208,77529
32209,77509
32210,191174
32211,168520
32212,67846
32213,117346
32214,104557
32215,128092
32216,88006
32217,286288
32218,117426
32219,97691
32220,130594
32221,61440
32222,195772
32223,115203
32224,110055
32225,179656
32226,101181
32227,183309
32228,273779
32229,78717
32230,74461
32231,94814
32232,56421
32233,60841
32234,165737
32235,189096
32236,112416
32237,116069
32238,140090
32239,100982
32240,50818
32241,182847
32242,90061
32243,150127
32244,53787
32245,115000
32246,208466
32247,92742
32248,160664
32249,120559
32250,105170
32251,61700
32252,114125
32253,109695
32254,69437
32255,129870
32256,116233
32257,139186
32258,115357
32259,78099
32260,77605
32261,149582
32262,108457
32263,131455
32264,62611
32265,132895
32266,137915
32267,88483
32268,236753
32269,78506
32270,61023
32271,90707
32272,79249
32273,203412
32274,55350
32275,87425
32276,104913
32277,109022
32278,95969
32279,87355
32280,62098
32281,132513
32282,52558
32283,126732
32284,54159
32285,154788
32286,103421
32287,85334
32288,124327
32289,54907
32290,64547
32291,231428
32292,102411
32293,61250
32294,242254
32295,123932
32296,51538
32297,106604
32298,63662
32299,98849
32300,152564
32301,79614
32302,82597
32303,74403
32304,145931
32305,93369
32306,144083
32307,99630
32308,211251
32309,96383
32310,54785
32311,195166
32312,69299
32313,75848
32314,92111
32315,154180
32316,264927
32317,56130
32318,44654
32319,286110
32320,114817
32321,131489
32322,96661
32323,135328
32324,225573
32325,101737
32326,60375
32327,181897
32328,48595
32329,100621
32330,167210
32331,132929
32332,173602
32333,76847
32334,209240
32335,90594
32336,61676
32337,85892
32338,98978
32339,108756
32340,205231
32341,172699
32342,149604
32343,53420
32344,80473
32345,124804
32346,56097
32347,77464
32348,91984
32349,73007
32350,55083
32351,73102
32352,73966
32353,107259
32354,67521
32355,97330
32356,92138
32357,84141
32358,235932
32359,194548
32360,75855
32361,188379
32362,75969
32363,182685
32364,104956
32365,85510
32366,158764
32367,110871
32368,59656
32369,115139
32370,200381
32371,262569
32372,91840
32373,63354
32374,54283
32375,89482
32376,98620
32377,159532
32378,100994
32379,131702
32380,102361
32381,111514
32382,66779
32383,183574
32384,103067
32385,73714
32386,90075
32387,152041
32388,93350
32389,54695
32390,139140
32391,85974
32392,126817
32393,70302
32394,138503
32395,48175
32396,109228
32397,101535
32398,142010
32399,228237
32400,136739
32401,127382
32402,98895
32403,259427
32404,90765
32405,157068
32406,125502
32407,86591
32408,73248
32409,97211
32410,94226
32411,68326
32412,150440
32413,70724
32414,293652
32415,77145
32416,113738
32417,91888
32418,102973
32419,68745
32420,96040
32421,96422
32422,133062
32423,61727
32424,117124
32425,78745
32426,108681
32427,61889
32428,293920
32429,117697
32430,165460
32431,225453
32432,82967
32433,104103
32434,247499
32435,109237
32436,64438
32437,199691
32438,360405
32439,64724
32440,96674
32441,69413
32442,98456
32443,124817
32444,62889
32445,60300
32446,73837
32447,56943
32448,93410
32449,100328
32450,49964
32451,150999
32452,52032
32453,61657
32454,59587
32455,71815
32456,193207
32457,116795
32458,89928
32459,98291
32460,61968
32461,555358
32462,63192
32463,57723
32464,120058
32465,186147
32466,158589
32467,82135
32468,83045
32469,221929
32470,62289
32471,110398
32472,67702
32473,149920
32474,90374
32475,129547
32476,102912
32477,144612
32478,156711
32479,57543
32480,103452
32481,48202
32482,81355
32483,107493
32484,110157
32485,180979
32486,157339
32487,136098
32488,179593
32489,118695
32490,287016
32491,360949
32492,144353
32493,195963
32494,145183
32495,153847
32496,97473
32497,109534
32498,93209
32499,55675
32500,115934
32501,205627
32502,98957
32503,94372
32504,63100
32505,109975
32506,57443
32507,81996
32508,116076
32509,171375
32510,83415
32511,68440
32512,61024
32513,57340
32514,327518
32515,75446
32516,185642
32517,107138
32518,90589
32519,86276
32520,131341
32521,102947
32522,116998
32523,278370
32524,96340
32525,127428
32526,92384
32527,98880
32528,64849
32529,111844
32530,200660
32531,94177
32532,57666
32533,64478
32534,74225
32535,263396
32536,167901
32537,139604
32538,91464
32539,108507
32540,144598
32541,70004
32542,142370
32543,94332
32544,81524
32545,50765
32546,86775
32547,189415
32548,86840
32549,45098
32550,98333
32551,79571
32552,241182
32553,73586
32554,157126
32555,156718
32556,240564
32557,71501
32558,74265
32559,53124
32560,66937
32561,101826
32562,84979
32563,143497
32564,137857
32565,58094
32566,296370
32567,85769
32568,130087
32569,87613
32570,103640
32571,73431
32572,73392
32573,124555
32574,230381
32575,131169
32576,92298
32577,57702
32578,97233
32579,161219
32580,71101
32581,54286
32582,112145
32583,56951
32584,100272
32585,116689
32586,105303
32587,99085
32588,60438
32589,76425
32590,158344
32591,144975
32592,111855
32593,184883
32594,195166
32595,48697
32596,145928
32597,102800
32598,103691
32599,141032
32600,127998
32601,74372
32602,131640
32603,63492
32604,68431
32605,62383
32606,43019
32607,62235
32608,108288
32609,222932
32610,238940
32611,92806
32612,129903
32613,104945
32614,96523
32615,55144
32616,58961
32617,74097
32618,55061
32619,113422
32620,109568
32621,144696
32622,140572
32623,54006
32624,110785
32625,195149
32626,127647
32627,65785
32628,92170
32629,67882
32630,202584
32631,114830
32632,220889
32633,135755
32634,122097
32635,66018
32636,65117
32637,191663
32638,179378
32639,71941
32640,116856
32641,100396
32642,113652
32643,86405
32644,154646
32645,55667
32646,229992
32647,167647
32648,127521
32649,144750
32650,66625
32651,86075
32652,110906
32653,50194
32654,168426
32655,114155
32656,146966
32657,88527
32658,119554
32659,58830
32660,238940
32661,119954
32662,69193
32663,71467
32664,48497
32665,178117
32666,98241
32667,95537
32668,86839
32669,121259
32670,77069
32671,89791
32672,45238
32673,72191
32674,60768
32675,102117
32676,88695
32677,55436
32678,97022
32679,67502
32680,95944
32681,173314
32682,81523
32683,121450
32684,114108
32685,86734
32686,131620
32687,109150
32688,114193
32689,100332
32690,69034
32691,141097
32692,178586
32693,233681
32694,133897
32695,94967
32696,88107
32697,134155
32698,59912
32699,113018
32700,34949
32701,198944
32702,115057
32703,92125
32704,57697
32705,133393
32706,181883
32707,82115
32708,95775
32709,93001
32710,497925
32711,69981
32712,105326
32713,229930
32714,374802
32715,164010
32716,62190
32717,386563
32718,43055
32719,139988
32720,75188
32721,86189
32722,157830
32723,431550
32724,107018
32725,143968
32726,67907
32727,111963
32728,136807
32729,176659
32730,154357
32731,65383
32732,86358
32733,191579
32734,300385
32735,168773
32736,100443
32737,108219
32738,115833
32739,69740
32740,318980
32741,62141
32742,94683
32743,109933
32744,116444
32745,110639
32746,61688
32747,83471
32748,110713
32749,111403
32750,135887
32751,102072
32752,67685
32753,109731
32754,112660
32755,56322
32756,61321
32757,74313
32758,72908
32759,99913
32760,49141
32761,102241
32762,168668
32763,81557
32764,146012
32765,114722
32766,113415
32767,128578
32768,290372
32769,148942
32770,106827
32771,294485
32772,149886
32773,176313
32774,81004
32775,108152
32776,73173
32777,76913
32778,97174
32779,107760
32780,101383
32781,128191
32782,67300
32783,106518
32784,101597
32785,152507
32786,85601
32787,71098
32788,153035
32789,59929
32790,102379
32791,209537
32792,85113
32793,66437
32794,96963
32795,173254
32796,72646
32797,99485
32798,89046
32799,115990
32800,81822
32801,72965
32802,56454
32803,352143
32804,89591
32805,74884
32806,126041
32807,105903
32808,129892
32809,175899
32810,86413
32811,77010
32812,93330
32813,98179
32814,215330
32815,93001
32816,89455
32817,97573
32818,75159
32819,61808
32820,162390
32821,52067
32822,152661
32823,65533
32824,91792
32825,98504
32826,123842
32827,115025
32828,179451
32829,73758
32830,126320
32831,96488
32832,74831
32833,62781
32834,100056
32835,76259
32836,148838
32837,366198
32838,134407
32839,116290
32840,64604
32841,94585
32842,89902
32843,151291
32844,114290
32845,208035
32846,93592
32847,65476
32848,107463
32849,131560
32850,146186
32851,98626
32852,100837
32853,103814
32854,60663
32855,213752
32856,73294
32857,173246
32858,144031
32859,67875
32860,99464
32861,153380
32862,74485
32863,104868
32864,97679
32865,103421
32866,50743
32867,96590
32868,79954
32869,190002
32870,155121
32871,102649
32872,55693
32873,100616
32874,142402
32875,115855
32876,76557
32877,86118
32878,63380
32879,90868
32880,118828
32881,172089
32882,266252
32883,216414
32884,110758
32885,88624
32886,124910
32887,143998
32888,50456
32889,176161
32890,60076
32891,117713
32892,307805
32893,146367
32894,83010
32895,265291
32896,149619
32897,134869
32898,237198
32899,99150
32900,110740
32901,132817
32902,116230
32903,117895
32904,95752
32905,129465
32906,76432
32907,123741
32908,87439
32909,100235
32910,55780
32911,191363
32912,103489
32913,127600
32914,87946
32915,69969
32916,57009
32917,114554
32918,79915
32919,196778
32920,59929
32921,66974
32922,206586
32923,61340
32924,116928
32925,77482
32926,273425
32927,136206
32928,94164
32929,119101
32930,128514
32931,126002
32932,73048
32933,125342
32934,111612
32935,119818
32936,130771
32937,78818
32938,195096
32939,144989
32940,46298
32941,57767
32942,115906
32943,206180
32944,354077
32945,105450
32946,118878
32947,93718
32948,84181
32949,69399
32950,93535
32951,53811
32952,102035
32953,137540
32954,159630
32955,717795
32956,101070
32957,190123
32958,67687
32959,201468
32960,67182
32961,74784
32962,123769
32963,128706
32964,66861
32965,107937
32966,96930
32967,182598
32968,111117
32969,100677
32970,112899
32971,63246
32972,71414
32973,118639
32974,136312
32975,98450
32976,154180
32977,73414
32978,79311
32979,93634
32980,62959
32981,92782
32982,66641
32983,140381
32984,83738
32985,160644
32986,85878
32987,62005
32988,47458
32989,107748
32990,128709
32991,56778
32992,125064
32993,100357
32994,63241
32995,136598
32996,169936
32997,61571
32998,70727
32999,105642
33000,146702
33001,89579
33002,132898
33003,126895
33004,98404
33005,86684
33006,94059
33007,65327
33008,88643
33009,231234
33010,77643
33011,54867
33012,320487
33013,162152
33014,168676
33015,43425
33016,115989
33017,65236
33018,141162
33019,55898
33020,114475
33021,100392
33022,115619
33023,62277
33024,112550
33025,104064
33026,183769
33027,131713
33028,96795
33029,119231
33030,65026
33031,56322
33032,99775
33033,53699
33034,58028
33035,94761
33036,71971
33037,116087
33038,127445
33039,126473
33040,53786
33041,123652
33042,101040
33043,112100
33044,121692
33045,87296
33046,52073
33047,61781
33048,91649
33049,205162
33050,179173
33051,100814
33052,110917
33053,418983
33054,191166
33055,111514
33056,101931
33057,69935
33058,101822
33059,112292
33060,57366
33061,85602
33062,251402
33063,249997
33064,100208
33065,101362
33066,114576
33067,223175
33068,187277
33069,127838
33070,74485
33071,208307
33072,142696
33073,71090
33074,116795
33075,231331
33076,237721
33077,185890
33078,97941
33079,75641
33080,166512
33081,122898
33082,90242
33083,67006
33084,63006
33085,78732
33086,119372
33087,49410
33088,106611
33089,96645
33090,68087
33091,92300
33092,167784
33093,118493
33094,85287
33095,66257
33096,108878
33097,212314
33098,96968
33099,74975
33100,140620
33101,69396
33102,87098
33103,120164
33104,96661
33105,101597
33106,168714
33107,54199
33108,123783
33109,102789
33110,69032
33111,136334
33112,55290
33113,46144
33114,115371
33115,345274
33116,58480
33117,69818
33118,157641
33119,67284
33120,73268
33121,126196
33122,315986
33123,64413
33124,96532
33125,80594
33126,145655
33127,58372
33128,97929
33129,67819
33130,96365
33131,67484
33132,69531
33133,189028
33134,60657
33135,75954
33136,184683
33137,78419
33138,94940
33139,80894
33140,74098
33141,104376
33142,178195
33143,87501
33144,91034
33145,100540
33146,109167
33147,133722
33148,151443
33149,206886
33150,85078
33151,158949
33152,100473
33153,56456
33154,75988
33155,60383
33156,82071
33157,90016
33158,100621
33159,85988
33160,97939
33161,121138
33162,52658
33163,73146
33164,105550
33165,66269
33166,112903
33167,126008
33168,170686
33169,79062
33170,82205
33171,57444
33172,86569
33173,75214
33174,95742
33175,54062
33176,142132
33177,175261
33178,55693
33179,49831
33180,93763
33181,209554
33182,108859
33183,144635
33184,62350
33185,78831
33186,153992
33187,121806
33188,89227
33189,102613
33190,101066
33191,128455
33192,176713
33193,54873
33194,116465
33195,98083
33196,110048
33197,84660
33198,196308
33199,56151
33200,291527
33201,118985
33202,65116
33203,68557
33204,136735
33205,63500
33206,141480
33207,132116
33208,47318
33209,105155
33210,179432
33211,156387
33212,63659
33213,86717
33214,54942
33215,147578
33216,84262
33217,139032
33218,148118
33219,60503
33220,57747
33221,60196
33222,186605
33223,66476
33224,149841
33225,132739
33226,82514
33227,272585
33228,194251
33229,80680
33230,81027
33231,101545
33232,178195
33233,116760
33234,67681
33235,110327
33236,70822
33237,73483
33238,148194
33239,92740
33240,52802
33241,62577
33242,118672
33243,84527
33244,63473
33245,89831
33246,202627
33247,101396
33248,82491
33249,191609
33250,105672
33251,206564
33252,204280
33253,98327
33254,98945
33255,158804
33256,89237
33257,89864
33258,67324
33259,100236
33260,120357
33261,90908
33262,123422
33263,86942
33264,83216
33265,91037
33266,104941
33267,187313
33268,69134
33269,61216
33270,70195
33271,101247
33272,100442
33273,92999
33274,59710
33275,75926
33276,578067
33277,64970
33278,94300
33279,203194
33280,80577
33281,73120
33282,184174
33283,70447
33284,100530
33285,123859
33286,56529
33287,149681
33288,121311
33289,126196
33290,82746
33291,130739
33292,113823
33293,110940
33294,70970
33295,53143
33296,94848
33297,107416
33298,101363
33299,65339
33300,137506
33301,77573
33302,85320
33303,231742
33304,101168
33305,65814
33306,121528
33307,143644
33308,70285
33309,142977
33310,93027
33311,105593
33312,56039
33313,75774
33314,50307
33315,125509
33316,58072
33317,63371
33318,153883
33319,166693
33320,148100
33321,59067
33322,74610
33323,106813
33324,153992
33325,118326
33326,135326
33327,59481
33328,125260
33329,244179
33330,64752
33331,100769
33332,138228
33333,112032
33334,48584
33335,73025
33336,86179
33337,134540
33338,101538
33339,230567
33340,114832
33341,56046
33342,137691
33343,121511
33344,61467
33345,47800
33346,113174
33347,206267
33348,55563
33349,60175
33350,132785
33351,387392
33352,63716
33353,155938
33354,92734
33355,101716
33356,117455
33357,73392
33358,86937
33359,175423
33360,46380
33361,100433
33362,232000
33363,137534
33364,102710
33365,112408
33366,105198
33367,59215
33368,202166
33369,119854
33370,63245
33371,62317
33372,84597
33373,240112
33374,105494
33375,184605
33376,93950
33377,102475
33378,116857
33379,182495
33380,72269
33381,115119
33382,75513
33383,125061
33384,145654
33385,93090
33386,113401
33387,60409
33388,83626
33389,65833
33390,83845
33391,102802
33392,111535
33393,57436
33394,133442
33395,125539
33396,111572
33397,83730
33398,129909
33399,105286
33400,136124
33401,105967
33402,62874
33403,210787
33404,275415
33405,63981
33406,75558
33407,174316
33408,175777
33409,67830
33410,129326
33411,108880
33412,54322
33413,87925
33414,61415
33415,82064
33416,149474
33417,198899
33418,131549
33419,169093
33420,75935
33421,115184
33422,72143
33423,48306
33424,176259
33425,65735
33426,90902
33427,114772
33428,107491
33429,166861
33430,116739
33431,103326
33432,71208
33433,89374
33434,98714
33435,101557
33436,132890
33437,80363
33438,130154
33439,65334
33440,66869
33441,84366
33442,105517
33443,105117
33444,161760
33445,67397
33446,204238
33447,147126
33448,94371
33449,154563
33450,100330
33451,94920
33452,73675
33453,115125
33454,88417
33455,55264
33456,128673
33457,123856
33458,108671
33459,77248
33460,106003
33461,357806
33462,118733
33463,104612
33464,87240
33465,54979
33466,75516
33467,66165
33468,89013
33469,67533
33470,60390
33471,73040
33472,95652
33473,76180
33474,196810
33475,75126
33476,98018
33477,125932
33478,126563
33479,51663
33480,153673
33481,233171
33482,69382
33483,50133
33484,48116
33485,112620
33486,210263
33487,90072
33488,94012
33489,105135
33490,71312
33491,89378
33492,103274
33493,67051
33494,131474
33495,60278
33496,87007
33497,128043
33498,132835
33499,142816
33500,92140
33501,106057
33502,146320
33503,1139271
33504,95812
33505,286750
33506,82777
33507,66752
33508,162691
33509,86767
33510,99062
33511,76996
33512,65662
33513,56784
33514,108486
33515,62625
33516,95365
33517,68429
33518,110721
33519,319196
33520,176244
33521,116717
33522,43519
33523,103045
33524,85511
33525,98096
33526,248133
33527,70035
33528,122308
33529,53284
33530,91377
33531,99860
33532,145923
33533,87522
33534,63241
33535,137910
33536,93458
33537,239111
33538,222406
33539,174126
33540,57635
33541,84758
33542,81307
33543,58502
33544,82893
33545,102269
33546,50727
33547,91596
33548,107864
33549,83005
33550,79175
33551,172374
33552,94589
33553,126689
33554,145084
33555,114705
33556,153002
33557,110017
33558,364788
33559,74740
33560,77448
33561,64790
33562,81733
33563,160486
33564,126432
33565,237424
33566,54168
33567,75004
33568,263772
33569,67329
33570,63029
33571,103793
33572,170742
33573,117797
33574,150476
33575,63640
33576,119927
33577,193751
33578,51478
33579,130934
33580,96529
33581,61016
33582,88630
33583,143122
33584,123953
33585,111609
33586,99304
33587,116939
33588,254314
33589,118185
33590,57471
33591,173886
33592,132071
33593,251213
33594,303506
33595,125709
33596,89684
33597,106469
33598,196344
33599,116046
33600,173997
33601,66596
33602,62751
33603,55365
33604,166114
33605,106860
33606,76860
33607,276884
33608,67108
33609,151988
33610,48020
33611,85193
33612,70055
33613,207286
33614,103055
33615,188913
33616,62951
33617,143403
33618,275306
33619,107095
33620,62421
33621,109194
33622,139728
33623,71027
33624,99116
33625,68891
33626,94207
33627,58979
33628,128616
33629,125926
33630,220278
33631,62298
33632,220453
33633,110662
33634,117547
33635,96659
33636,203005
33637,160760
33638,105118
33639,133335
33640,195255
33641,175459
33642,78531
33643,104900
33644,192799
33645,76892
33646,163256
33647,85833
33648,106006
33649,108466
33650,45634
33651,175731
33652,122405
33653,96675
33654,155551
33655,1396374
33656,84634
33657,153886
33658,116091
33659,203238
33660,218927
33661,80143
33662,167192
33663,122731
33664,122686
33665,69258
33666,121844
33667,221571
33668,73410
33669,76243
33670,131623
33671,66639
33672,120800
33673,54047
33674,79310
33675,293975
33676,203146
33677,123635
33678,58839
33679,108219
33680,82717
33681,64172
33682,103073
33683,273911
33684,53405
33685,87460
33686,119417
33687,53873
33688,50807
33689,109097
33690,179481
33691,186024
33692,124564
33693,109303
33694,103017
33695,111170
33696,173023
33697,86947
33698,74160
33699,174628
33700,188608
33701,49047
33702,72625
33703,93517
33704,142974
33705,131267
33706,258588
33707,134259
33708,65080
33709,113095
33710,138022
33711,51662
33712,123299
33713,65787
33714,102756
33715,119075
33716,80066
33717,49064
33718,86556
33719,59471
33720,112773
33721,122376
33722,297472
33723,174534
33724,89320
33725,194175
33726,67389
33727,76472
33728,86216
33729,50781
33730,158485
33731,106011
33732,76736
33733,182681
33734,80676
33735,95404
33736,122717
33737,80344
33738,85217
33739,209617
33740,86221
33741,173838
33742,194673
33743,98646
33744,116687
33745,103810
33746,93555
33747,75440
33748,92924
33749,80407
33750,58518
33751,84826
33752,61964
33753,317646
33754,96575
33755,105028
33756,262352
33757,153514
33758,117952
33759,60964
33760,80575
33761,61694
33762,63461
33763,73974
33764,98124
33765,59429
33766,86939
33767,176148
33768,175971
33769,239381
33770,93211
33771,113608
33772,111335
33773,178056
33774,116322
33775,72038
33776,125721
33777,83524
33778,91383
33779,157022
33780,215459
33781,114884
33782,59484
33783,141273
33784,91462
33785,74436
33786,86103
33787,184423
33788,142875
33789,78106
33790,89993
33791,144366
33792,87672
33793,307407
33794,176704
33795,661686
33796,76702
33797,111735
33798,201595
33799,144642
33800,74180
33801,62667
33802,141877
